"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant_id","condition_name","participant","rt","stimulus","response","phase","trial_number","species_key","human_n","species_n","optionA_label","optionB_label","swap","left_is","right_is","left_label","middle_label","right_label","choice_options","comparison_label","chosen_option","choice_kind","saved_human","saved_animal","human_chosen","task","question_order"
"true","false","[]","[]","[]","preload","0","2.0.0","1295","pw21q7nnepo","pw21q7nnepo","You","sloth ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2.0.0","9079","pw21q7nnepo","pw21q7nnepo","You","sloth ","7782","Welcome to the experiment. Press any key to begin."," ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","2","2.0.0","12304","pw21q7nnepo","pw21q7nnepo","You","sloth ","3221","","{""participant_id"":""sloth ""}","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","2.0.0","15932","pw21q7nnepo","pw21q7nnepo","You","sloth ","2617","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","2.0.0","20765","pw21q7nnepo","pw21q7nnepo","You","sloth ","4832","<p>You will be asked you some moral questions in which you have to make
                choices. These questions can be hard to decide. There is no right or wrong
                answer - choose whatever you personally think is right. Please
                carefully consider each question.</p>
                <p>Press any key to begin.</p>"," ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","2.0.0","38513","pw21q7nnepo","pw21q7nnepo","You","sloth ","17746","
      <p>
        Imagine a situation involving two boats, one with humans and one with animals. Both of these boats are sinking.
        Unfortunately, the species on either of these boats are unable to swim. However, You can
        choose one boat to save. Once You chooses a boat, the people or animals on that boat will
        be safe, but the people or animals on the other boat will not survive.
      </p>

      <div style=""display: flex; justify-content: center; align-items: center; gap: 40px; margin-top: 30px;"">
        <img src=""stimuli/boat.png"" style=""width:150px;"">
        <img src=""stimuli/cant decide.png"" style=""width:150px;"">
        <img src=""stimuli/boat.png"" style=""width:150px;"">
      </div>
    "," ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","2.0.0","42549","pw21q7nnepo","pw21q7nnepo","You","sloth ","4034","On one boat there is <b>100 people</b> and the other boat there is <b>1 clam</b>.
                 Will <b>You</b> save...","2","main_choice","0","clam","100","1","100 people","1 clam","true","B","A","1 clam","Can't decide","100 people","[""1 clam"",""Can't decide"",""100 people""]","100 people vs 1 clam","100 people","human","1","0","1","",""
"","","","","","html-keyboard-response","7","2.0.0","43063","pw21q7nnepo","pw21q7nnepo","You","sloth ","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
"","","","","","html-button-response","8","2.0.0","45820","pw21q7nnepo","pw21q7nnepo","You","sloth ","2755","On one boat there is <b>1 person</b> and the other boat there is <b>100 bunnies</b>.
                 Will <b>You</b> save...","2","main_choice","1","bunny","1","100","1 person","100 bunnies","true","B","A","100 bunnies","Can't decide","1 person","[""100 bunnies"",""Can't decide"",""1 person""]","1 person vs 100 bunnies","1 person","human","1","0","1","",""
"","","","","","html-keyboard-response","9","2.0.0","46329","pw21q7nnepo","pw21q7nnepo","You","sloth ","null","<div style=""font-size:40px; opacity:0.6;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","iti",""
